"id","title","lat","lng"
57212,"Ministry_of_Sound",51.4978,-0.0991667
57390,"The_Clink",51.5071,-0.0919306
57933,"Duke_of_York_Column",51.5063,-0.131806
58411,"Royal_Institution_of_Chartered_Surveyors",51.5008,-0.128056
58652,"Royal_Automobile_Club",51.5062,-0.1349
58876,"Wellington_Arch",51.5025,-0.150833
58989,"National_Hospital_for_Neurology_and_Neurosurgery",51.5222,-0.121944
59546,"London_Transport_Museum",51.5119,-0.121667
59576,"Golden_Boy_of_Pye_Corner",51.5171,-0.10187
59705,"Southbank_Centre",51.5057,-0.11676
59767,"The_Establishment_(club)",51.5139,-0.130556
59786,"Family_Records_Centre",51.5269,-0.1075
60009,"St._James's_Square",51.5072,-0.135299
60125,"St_Giles-without-Cripplegate",51.5187,-0.0940417
60512,"Savage_Club",51.5061,-0.124167
60644,"Grosvenor_House",51.5098,-0.155472
60728,"The_Queen's_Walk",51.4944,-0.123056
61056,"Evelina_Children's_Hospital",51.4981,-0.118333
